SecurityCode,StockName
031944,鴻海元大3B購21
031945,鴻海元大3C購11
031946,鴻海元大3C購12
031947,國巨元大3B購09
031948,台積電元大3B購12
031949,台積電元大3C購17
03194P,奇鋐國票3C售02
031950,台積電元大45購01
031951,鴻準元大3B購02
031952,金像電元大3B購02
031953,技嘉元大3C購03
031954,台光電元大3B購01
031955,台光電元大3B購02
031956,台光電元大3C購01
031957,國產元大3B購01
031958,冠德元大3B購02
031959,冠德元大3B購03
03195P,正文國票3C售02
031960,冠德元大3C購03
031961,長榮航元大3B購02
031962,長榮航元大3B購03
031963,長榮航元大41購01
031964,亞航元大3B購01
031965,漢翔元大3C購02
031966,漢翔元大41購02
031967,雄獅元大3B購01
031968,奇鋐元大3B購03
031969,奇鋐元大3B購04
03196P,瑞儀國票3C售03
031970,欣興元大3B購01
031971,融程電元大3B購01
031972,創意元大3B購03
031973,創意元大3B購04
031974,創意元大3C購03
031975,辛耘元大3B購06
031976,碩天元大3B購01
031977,瑞智元大3B購01
031978,樺漢元大3B購07
031979,保瑞元大3C購04
03197P,台達電永豐42售03
031980,保瑞元大3C購05
031981,保瑞元大3C購06
031982,緯穎元大3B購02
031983,勤誠元大3B購02
031984,富邦媒元大3B購01
031985,台汽電元大3B購02
031986,高力元大3B購02
031987,高力元大3C購03
031988,高力元大41購01
031989,高力元大44購02
03198P,漢翔凱基3C售06
031990,高力元大45購01
031991,世紀鋼元大3C購01
031992,美時台新3B購01
031993,緯穎台新3B購01
031994,聚陽國泰41購01
031995,勤美國泰41購01
031996,美時國泰41購01
031997,川湖國泰41購01
031998,長榮鋼國泰41購01
031999,聯電國泰41購01
03199P,群創凱基3C售06
032000,鴻海國泰41購01
032001,南亞科國泰41購01
032002,華新科國泰41購01
032003,冠德國泰41購01
032004,健鼎國泰41購01
032005,上品國泰41購01
032006,瑞儀國泰41購01
032007,聯茂國泰41購01
032008,富邦媒國泰41購01
032009,高力國泰41購01
03200P,矽力凱基3C售02
032010,世紀鋼國泰41購01
032011,國企2X群益46購01
032012,華新群益3B購03
032013,三陽群益3B購02
032014,鴻海群益41購06
032015,鴻海群益41購07
032016,中環群益3C購01
032017,華泰群益41購01
032019,台積電群益43購06
03201P,鴻海元大3C售70
032020,台積電群益43購07
032021,海悅群益3B購02
032022,南亞科群益3B購06
032023,友達群益3B購07
032024,友達群益3C購01
032025,盟立群益3B購02
032026,冠德群益41購01
032027,華航群益3B購01
032028,華航群益45購01
032029,長榮航群益3B購02
03202P,聯發科元大3C售20
032030,長榮航群益3B購03
032031,長榮航群益41購01
032032,大立光群益3B購09
032033,奇鋐群益41購04
032034,威強電群益3B購01
032035,威強電群益41購01
032036,德律群益3B購02
032037,文曄群益3B購02
032038,富華新群益41購01
032039,華晶科群益3B購01
03203P,臺股指元大3C售52
032040,創意群益3B購09
032041,定穎控群益41購01
032042,材料群益3B購08
032043,彩晶群益41購01
032044,凌華群益3B購01
032045,訊芯群益3B購02
032046,訊芯群益3B購03
032047,達發群益3B購02
032048,達發群益3B購03
032049,勤誠群益43購02
03204P,臺股指元大3C售53
032050,高力群益3B購01
032051,高力群益3B購02
032052,高力群益3B購03
032053,高力群益3B購04
032054,華榮國泰41購01
032055,上銀國泰41購01
032056,中環國泰41購01
032057,致茂國泰41購01
032058,華航國泰41購01
032059,長榮航國泰41購01
03205P,臺股指元大3C售54
032060,台驊控國泰41購01
032061,台耀國泰41購01
032062,材料國泰41購01
032064,矽力國泰41購01
032065,鼎基國泰41購01
032066,勤誠國泰41購01
032067,潤泰新國泰41購01
032068,滬深2X國票43購02
032069,元日2X國票41購01
03206P,臺股指元大42售13
032070,中石化國票3C購01
032071,勤美國票3C購01
032072,中砂國票3C購01
032073,鴻海國票41購02
032074,華邦電國票3C購01
032075,華新科國票46購01
032076,元大金國票41購01
032077,中信金國票3C購01
032078,京鼎國票3C購01
032079,隆大國票3C購01
03207P,臺股指元大42售14
032080,中信金康和3B購01
032081,鴻海中信41購02
032082,台積電中信42購04
032083,大同中信3C購03
032084,京元電中信3B購01
032085,冠德中信3B購01
032086,榮運中信3B購01
032087,陽明中信3C購01
032088,萬海中信3C購01
032089,創意中信3B購03
03208P,臺股指元大43售36
032090,創意中信41購02
032091,炎洲中信3B購01
032092,滬深2X永豐3B購05
032093,滬深2X永豐3C購01
032094,中石化永豐3C購01
032095,勤美永豐3C購01
032096,鴻海永豐45購04
032097,鴻海永豐46購04
032098,台積電永豐45購02
032099,台積電永豐45購03
03209P,全新群益3C售03
032100,冠德永豐3B購02
032101,榮運永豐3C購01
032102,台驊控永豐41購01
032103,雄獅永豐3C購02
032104,中信金永豐3B購01
032105,富邦媒永豐3C購01
032106,波力永豐3B購01
032107,高力永豐42購01
032108,華榮統一46購03
032109,中環統一45購01
03210P,T50正2中信42售03
032110,海悅統一45購01
032111,英業達統一45購01
032112,友達統一45購01
032113,友達統一45購02
032114,美律統一48購01
032115,長榮統一45購06
032116,陽明統一44購04
032117,陽明統一45購02
032118,陽明統一45購03
032119,陽明統一45購04
03211P,台積電中信43售03
032120,陽明統一45購05
032121,萬海統一45購01
032122,萬海統一45購02
032123,長榮航統一45購01
032124,長榮航統一45購02
032125,雄獅統一45購03
032126,智原統一43購10
032127,智原統一45購03
032128,創意統一45購01
032129,創意統一45購02
03212P,台灣50元富3C售15
032130,群創統一45購01
032131,日月光統一45購01
032132,凌華統一49購02
032133,愛普統一45購01
032134,勤誠統一47購01
032135,富邦媒統一47購01
032136,台積電富邦43購04
032137,台積電富邦43購05
032138,台積電富邦43購06
032139,大同富邦3B購02
03213P,台灣50元富3C售16
032140,億光富邦41購01
032141,義隆富邦3B購01
032142,萬海富邦3B購01
032143,中信金富邦43購01
032144,華晶科富邦41購01
032145,瑞儀富邦3B購01
032146,中石化群益45購01
032147,美時群益3B購03
032148,川湖群益41購06
032149,三陽群益3B購03
03214P,臺股指元富43售04
032150,三陽群益43購01
032151,國巨群益3B購01
032152,台積電群益43購08
032153,智邦群益3B購01
032154,海悅群益3C購01
032155,燿華群益3B購02
032156,大同群益3B購03
032157,台光電群益41購03
032158,聯發科群益44購03
032159,聯發科群益44購04
03215P,臺股指元富43售05
032160,長榮航群益3B購04
032161,台驊控群益45購01
032162,雄獅群益41購01
032163,國泰金群益3B購01
032164,國泰金群益41購01
032165,新光金群益3B購01
032166,新光金群益3B購02
032167,中信金群益3B購02
032168,華立群益3B購01
032169,緯創群益41購04
03216P,晶豪科凱基43售03
032170,緯創群益42購08
032171,融程電群益3B購01
032172,創意群益45購01
032173,材料群益3B購09
032174,東科群益3B購01
032175,隆大群益3C購01
032176,四維航群益3B購01
032177,盛群群益3B購02
032178,緯穎群益4B購01
032179,至上群益3B購02
03217P,臺股指凱基3C售55
032180,富邦媒群益41購01
032181,台汽電群益3B購01
032182,世紀鋼群益3C購06
032183,大同台新3B購01
032184,高力台新3B購01
032185,香港2X凱基43購02
032186,A50正2凱基43購01
032187,國企2X凱基45購01
032188,元日2X凱基3B購02
032189,元日2X凱基43購01
03218P,臺股指凱基3C售56
032190,美時凱基41購01
032191,川湖凱基3B購12
032192,三陽凱基3B購05
032193,智邦凱基45購01
032194,智邦凱基45購02
032195,海悅凱基3B購03
032196,大同凱基41購01
032197,大同凱基41購02
032198,大同凱基41購03
032199,大同凱基41購04
03219P,臺股指凱基42售10
032200,技嘉凱基41購03
032201,台光電凱基3B購05
032202,盟立凱基41購01
032203,一詮凱基3B購03
032204,國產凱基3B購03
032205,長榮凱基41購03
032206,長榮航凱基3C購03
032207,亞航凱基3B購03
032208,漢翔凱基3B購03
032209,華立凱基3B購02
03220P,臺股指凱基43售44
032210,奇鋐凱基3B購08
032211,蔚華科凱基41購01
032212,蔚華科凱基43購01
032213,牧德凱基43購01
032214,辛耘凱基3B購05
032215,辛耘凱基45購01
032216,材料凱基3B購10
032217,新唐凱基41購01
032218,東科凱基3B購01
032219,隆大凱基3C購01
03221P,威健國票42售03
032220,台郡凱基3C購01
032221,達發凱基3B購02
032222,台虹凱基43購01
032223,勤誠凱基3C購02
032224,富邦媒凱基3B購03
032225,元日2X元富4B購01
032226,中石化元富42購01
032227,信錦元富3B購01
032228,裕隆元富3B購01
032229,裕隆元富42購01
03222P,京鼎國票42售01
032230,鴻海元富3B購04
032231,鴻海元富3B購05
032232,鴻海元富3B購06
032233,中環元富3B購01
032234,長榮元富3B購03
032235,長榮元富42購01
032236,陽明元富3B購01
032237,華航元富3C購01
032238,長榮航元富45購01
032239,長榮航元富45購02
03223P,T50正2元大3C售03
032240,中信金元富3C購01
032241,奇鋐元富3B購06
032242,奇鋐元富42購03
032243,聯詠元富42購01
032244,聯詠元富42購02
032245,欣興元富3C購01
032246,蔚華科元富3B購01
032247,創意元富3C購04
032248,碩天元富3B購01
032249,緯穎元富42購01
03224P,鴻海元大3C售73
032250,昇陽半元富3B購01
032251,勤誠元富3B購01
032252,A50正2元大3B購02
032253,力山元大3B購01
032254,勤美元大3B購02
032255,中砂元大3B購04
032256,華榮元大3B購01
032257,美時元大3C購05
032258,新光鋼元大3B購01
032259,新光鋼元大3B購02
03225P,聯詠元大3C售02
032260,鴻海元大3B購22
032261,鴻海元大41購08
032262,鴻海元大41購09
032263,中環元大3B購01
032264,國巨元大3C購01
032265,台積電元大3B購13
032266,台積電元大3C購18
032267,台積電元大3C購19
032268,海悅元大3B購01
032269,宏碁元大3C購01
03226P,世芯元大3C售25
032270,大同元大3B購08
032271,大同元大3B購09
032272,大同元大44購06
032273,瑞昱元大3B購02
032274,瑞昱元大41購04
032275,京元電元大3B購02
032276,京元電元大3B購03
032277,京元電元大3B購04
032278,立隆電元大3B購01
032279,國產元大3B購02
03227P,世芯元大3C售26
032280,新興元大3B購01
032281,長榮航元大3B購04
032282,長榮航元大3B購05
032283,長榮航元大3B購06
032284,亞航元大3B購02
032285,慧洋元大3B購04
032286,慧洋元大3B購05
032287,慧洋元大3B購06
032288,華南金元大3B購01
032289,奇鋐元大3B購07
03228P,世芯元大3C售27
032290,奇鋐元大41購04
032291,欣興元大3C購02
032292,富華新元大3B購01
032293,創意元大3B購05
032294,創意元大3B購06
032295,創意元大3B購07
032296,嘉澤元大3B購04
032297,誠美材元大3B購01
032298,聯茂元大3B購01
032299,保瑞元大3C購07
03229P,矽創元大3C售01
032300,達發元大3B購01
032301,達發元大3B購02
032302,達發元大3B購03
032303,緯穎元大3B購04
032304,緯穎元大3C購02
032305,緯穎元大3C購03
032306,波力元大3B購01
032307,高力元大41購02
032308,世紀鋼元大3B購02
032309,世紀鋼元大3B購03
03230P,新日興元富3C售02
032310,世紀鋼元大3C購02
032311,世紀鋼元大3C購03
032312,致伸中信3B購01
032313,華孚中信3B購01
032314,緯穎中信41購01
032315,至上中信3C購01
032316,美時永豐45購01
032317,大同永豐43購01
032318,大同永豐45購01
032319,創意永豐43購03
03231P,勤誠元富3C售05
032320,定穎控永豐3B購02
032321,致伸永豐3C購01
032322,華孚永豐3C購01
032323,潤泰新永豐3C購01
032324,滬深2X國泰41購01
032325,光寶科國泰41購01
032326,鴻海國泰41購02
032327,台積電國泰41購01
032328,台積電國泰41購02
032329,台積電國泰41購03
03232P,T50正2國票44售02
032330,長榮航國泰41購02
032331,新光金國泰41購01
032332,中信金國泰41購01
032333,奇鋐國泰41購01
032334,智原國泰41購01
032335,欣興國泰41購01
032336,京鼎國泰41購01
032337,健策國泰41購01
032338,上緯控國泰41購01
032339,達運國泰41購01
03233P,玉晶光國票3C售04
032340,緯穎國泰41購01
032341,世紀鋼國泰41購02
032342,勤美統一45購01
032343,大亞統一45購02
032344,大亞統一45購03
032345,大亞統一47購01
032346,大亞統一49購01
032347,大亞統一49購02
032348,大亞統一49購03
032349,大亞統一4B購01
03234P,燿華凱基3C售03
032350,第一銅統一45購02
032351,聯電統一45購01
032352,台達電統一45購04
032353,中環統一44購01
032354,國巨統一43購11
032355,金像電統一45購01
032356,技嘉統一45購02
032357,美律統一45購01
032358,華新科統一45購02
032359,宏達電統一45購01
03235P,聯詠凱基3C售03
032360,冠德統一47購03
032361,陽明統一45購06
032362,陽明統一46購02
032363,長榮航統一55購01
032364,國泰金統一43購02
032365,欣興統一45購02
032366,緯創統一45購02
032367,牧德統一46購01
032368,日月光統一45購02
032369,定穎控統一49購01
03236P,台灣50永豐3C售06
032370,致伸統一44購01
032371,致伸統一45購02
032372,致伸統一49購01
032373,遠雄港統一47購01
032374,樺漢統一45購02
032375,保瑞統一45購01
032376,力智統一47購01
032377,台灣50富邦43購05
032378,中石化富邦43購01
032379,大亞富邦3C購03
03237P,台灣50永豐3C售07
032380,鴻海富邦3B購04
032381,鴻海富邦43購04
032382,台光電富邦3C購01
032383,矽力富邦42購01
032384,元晶富邦41購01
032385,保瑞富邦41購02
032386,T50反1元富42購01
032387,美債2X元富47購01
032388,南亞科元富3C購01
032389,華新科元富42購02
03238P,台積電永豐3C售22
032390,國產元富3B購01
032391,華南金元富3B購01
032392,開發金元富3B購01
032393,大立光元富45購01
032394,嘉澤元富42購01
032395,炎洲元富3B購01
032396,華孚元富3B購01
032397,保瑞元富3B購01
032398,保瑞元富42購01
032399,保瑞元富42購02
03239P,台積電永豐3C售23
032400,南電元富45購01
032401,勤誠元富42購01
032402,高力元富3B購02
032403,潤泰新元富3C購01
032404,大亞國票3C購01
032405,大亞國票3C購02
032406,中環國票3B購01
032407,台光電國票3C購01
032408,冠德國票3C購03
032409,國泰金國票3C購01
03240P,漢唐永豐43售01
032410,創意國票43購02
032411,致伸國票3C購01
032412,台郡國票3C購01
032413,矽力國票3C購01
032414,緯穎國票3C購01
032415,富邦媒國票3C購01
032416,高力國票3C購03
032417,高力國票41購01
032418,華榮第一43購01
032419,力山凱基3B購02
03241P,晟銘電永豐42售01
032420,大亞凱基3B購05
032421,大亞凱基3B購06
032422,美時凱基3B購06
032423,三陽凱基45購01
032424,鴻海凱基43購11
032425,國巨凱基3B購02
032426,海悅凱基3C購01
032427,鴻準凱基3B購02
032428,威盛凱基3C購04
032429,南亞科凱基45購01
03242P,臺股指永豐3C售05
032430,立隆電凱基3C購01
032431,國產凱基3B購04
032432,長榮航凱基41購03
032433,亞航凱基41購01
032434,漢翔凱基3C購04
032435,慧洋凱基3B購04
032436,國泰金凱基43購01
032437,大立光凱基3B購08
032438,智原凱基3B購07
032439,富華新凱基3C購02
03243P,台灣50元大43售08
032440,創意凱基3B購06
032441,嘉澤凱基3B購03
032442,定穎控凱基3C購01
032443,炎洲凱基3B購02
032444,樺漢凱基3B購06
032445,矽力凱基3B購02
032446,保瑞凱基3B購05
032447,晶碩凱基3B購01
032448,富邦媒凱基3C購01
032449,高力凱基43購04
03244P,鴻海元大3C售76
032450,高力凱基45購01
032451,高力凱基48購01
032452,高力凱基48購02
032453,高力凱基51購01
032454,高力凱基51購02
032455,世紀鋼凱基3B購05
032456,鴻海台新3B購01
032457,陽明台新3B購01
032458,創意台新3B購01
032459,香港2X群益43購03
03245P,晟銘電元大3C售03
032460,國企2X群益48購01
032461,大亞群益45購01
032462,川湖群益43購03
032463,三陽群益3B購04
032464,智邦群益3B購02
032465,智邦群益3B購03
032466,大同群益3B購04
032467,大同群益3B購05
032468,大同群益3B購06
032469,大同群益3B購07
03246P,新日興元大3C售06
032470,技嘉群益3B購03
032471,台光電群益41購04
032472,凌陽群益41購01
032473,國產群益45購01
032474,萬海群益3B購01
032475,長榮航群益42購03
032476,漢翔群益3B購02
032477,台新金群益41購01
032478,中信金群益3C購01
032479,奇鋐群益41購05
03247P,京鼎元大3C售03
032480,弘憶股群益3B購01
032481,創意群益43購01
032482,材料群益3B購10
032483,致伸群益3C購02
032484,虹堡群益3B購02
032485,台表科群益3C購02
032486,波力群益3B購01
032487,高力群益3B購05
032488,高力群益41購01
032489,滬深2X元大3C購06
03248P,T50正2中信45售01
032490,滬深2X元大41購02
032491,滬深2X元大43購01
032492,中砂元大3B購05
032493,大亞元大3C購05
032494,大亞元大41購02
032495,鴻海元大3B購23
032496,鴻海元大3B購24
032497,鴻海元大3C購13
032498,華泰元大3B購02
032499,台積電元大3B購14
03249P,臺股指中信41售06
032500,台積電元大3C購20
032501,台積電元大3C購21
032502,智邦元大3B購02
032503,宏碁元大3C購02
032504,大同元大3B購10
032505,大同元大3B購11
032506,大同元大3C購05
032507,一詮元大3C購01
032508,華新科元大3B購02
032509,國產元大3B購03
03250P,T50正2永豐41售04
032510,華固元大3B購01
032511,長榮航元大3B購07
032512,長榮航元大3C購01
032513,長榮航元大41購02
032514,智原元大3C購01
032515,智原元大41購01
032516,智原元大45購01
032517,欣興元大3B購02
032518,欣興元大3C購03
032519,欣興元大41購03
03251P,鴻海永豐41售07
032520,創意元大3B購08
032521,創意元大41購03
032522,創意元大45購01
032523,嘉澤元大3B購05
032524,嘉澤元大3C購03
032525,嘉澤元大41購04
032526,台耀元大3B購01
032527,聯茂元大3B購02
032528,聯茂元大3B購03
032529,聯茂元大3B購04
03252P,長榮永豐41售05
032530,同欣電元大3B購01
032531,保瑞元大3C購08
032532,緯穎元大3C購04
032533,緯穎元大41購03
032534,緯穎元大45購01
032535,力智元大3B購01
032536,至上元大3B購06
032537,勤誠元大3C購01
032538,富邦媒元大3B購02
032539,高力元大3C購04
03253P,台灣50元富41售02
032540,世紀鋼元大3B購04
032541,世紀鋼元大3B購05
032542,世紀鋼元大3B購06
032543,世紀鋼元大3B購07
032544,世紀鋼元大3C購04
032545,世紀鋼元大41購03
032546,世紀鋼元大44購01
032547,世紀鋼元大44購02
032548,世紀鋼元大45購01
032549,臺股指元大3B購31
03254P,台灣50元富41售03
032550,臺股指元大3B購32
032551,臺股指元大3B購33
032552,臺股指元大3B購34
032553,臺股指元大3B購35
032554,臺股指元大44購02
032555,川湖國泰41購02
032556,華通國泰41購01
032557,技嘉國泰41購01
032558,建準國泰41購01
032559,聯發科國泰41購01
03255P,台灣50元富41售04
032560,全新國泰41購01
032561,德律國泰41購01
032562,緯創國泰41購01
032563,碩天國泰41購01
032564,炎洲國泰41購01
032565,致伸國泰41購01
032566,中磊國泰41購01
032567,台表科國泰41購01
032568,矽力國泰41購02
032569,中石化中信3B購01
03256P,台灣50元富41售05
032570,長榮航中信3C購01
032571,台郡中信3C購01
032572,潤泰新中信41購01
032573,臺股指中信41購03
032574,勤美永豐41購01
032575,國巨永豐3C購01
032576,台積電永豐45購04
032577,華固永豐3C購01
032578,長榮航永豐41購01
032579,漢翔永豐3B購02
03257P,智原元富41售03
032580,聯陽永豐3B購01
032581,潤泰新永豐41購01
032582,世紀鋼永豐3B購03
032583,世紀鋼永豐3C購02
032584,世紀鋼永豐3C購03
032585,華新康和3B購01
032586,長榮航台新3B購01
032587,滬深2X富邦43購02
032588,元債2X富邦42購03
032589,海悅富邦41購01
03258P,臻鼎元富41售01
032590,全新富邦41購01
032591,宏達電富邦43購01
032592,國產富邦41購01
032593,長榮航富邦3B購01
032594,漢翔富邦3B購01
032595,華立富邦41購01
032596,欣興富邦43購01
032597,創意富邦3B購03
032598,致茂元富3B購01
032599,強茂元富3B購01
03259P,T50正2國票41售03
032600,冠德元富42購01
032601,台航元富3B購01
032602,聯陽元富3B購01
032603,智原元富3B購03
032604,智原元富42購02
032605,誠美材元富3B購01
032606,誠美材元富3B購02
032607,虹堡元富3B購01
032608,矽力元富3B購01
032609,矽力元富42購01
03260P,健策國票41售01
032610,潤泰新元富3B購01
032611,勤美統一47購01
032612,鴻海統一45購07
032613,台光電統一49購01
032614,威盛統一45購02
032615,凌陽統一44購01
032616,聯發科統一45購05
032617,冠德統一51購01
032618,萬海統一45購03
032619,威健統一47購01
03261P,T50正2富邦41售02
032620,牧德統一46購02
032621,碩天統一49購01
032622,材料統一4B購01
032623,致伸統一46購01
032624,遠雄港統一49購01
032625,凌華統一45購01
032626,華孚統一44購01
032627,矽力統一45購01
032628,矽力統一45購02
032629,保瑞統一44購01
03262P,晟銘電凱基41售01
032630,保瑞統一45購02
032631,至上統一45購01
032632,潤泰新統一49購01
032633,世紀鋼統一44購02
032634,世紀鋼統一47購02
032635,世紀鋼統一49購02
032636,台灣50凱基43購06
032637,滬深2X凱基3B購05
032638,滬深2X凱基41購03
032639,香港2X凱基43購03
03263P,牧德凱基41售03
032640,國企2X凱基3B購03
032641,國企2X凱基45購02
032642,中石化凱基45購01
032643,勤美凱基43購01
032644,勤美凱基43購02
032645,和大凱基3B購01
032646,美時凱基41購02
032647,中鋼凱基41購01
032648,川湖凱基45購01
032649,鴻海凱基3B購15
03264P,晟銘電群益41售01
032650,鴻海凱基41購08
032651,台積電凱基3B購22
032652,台積電凱基41購13
032653,海悅凱基3B購04
032654,技嘉凱基3C購02
032655,台光電凱基3B購06
032656,南亞科凱基41購01
032657,國產凱基3B購05
032658,長榮航凱基3B購02
032659,華立凱基3B購03
03265P,健策群益43售02
032660,奇鋐凱基43購01
032661,威健凱基3B購01
032662,緯創凱基3C購11
032663,定穎控凱基45購01
032664,定穎控凱基45購02
032665,定穎控凱基47購01
032666,定穎控凱基48購01
032667,材料凱基3B購11
032668,致伸凱基3C購02
032669,隆大凱基43購01
03266P,世芯群益45售01
032670,四維航凱基3B購02
032671,盛群凱基3B購02
032672,台表科凱基3B購01
032673,至上凱基41購01
032674,富邦媒凱基41購01
032675,成霖凱基3C購01
032676,世紀鋼凱基3B購06
032677,世紀鋼凱基41購02
032678,世紀鋼凱基43購02
032679,世紀鋼凱基45購01
03267P,T50正2中信41售02
032680,世紀鋼凱基47購01
032681,臺股指凱基3B購30
032682,臺股指凱基3B購31
032683,A50正2國票45購01
032684,國企2X國票41購01
032685,中石化國票41購01
032686,華新國票3B購02
032687,華新國票3C購01
032688,裕隆國票3C購01
032689,三陽國票3C購01
03268P,聯發科永豐42售05
032690,國巨國票3B購02
032691,國巨國票42購01
032692,海悅國票3B購03
032693,海悅國票41購01
032694,凌陽國票3C購01
032695,榮運國票3B購01
032696,榮運國票3C購01
032697,陽明國票3B購04
032698,陽明國票41購01
032699,長榮航國票41購02
03269P,台灣50國泰43售01
032700,台驊控國票3B購01
032701,台驊控國票3C購01
032702,慧洋國票3B購01
032703,慧洋國票3C購01
032704,玉山金國票3B購01
032705,兆豐金國票3B購01
032706,神基國票47購01
032707,欣興國票3C購02
032708,碩天國票3C購01
032709,隆大國票3C購02
03270P,鴻海國泰43售01
032710,瑞儀國票3C購02
032711,矽格國票3C購01
032712,訊芯國票3C購02
032713,保瑞國票3B購02
032714,至上國票3C購01
032715,潤泰新國票3C購01
032716,台灣50元大43購02
032717,T50反1元大44購02
032718,臺指反元大44購01
032719,勤美元大3B購03
03271P,長榮國泰43售01
032720,華電元大3B購01
032721,華新元大3C購02
032722,大亞元大3B購07
032723,美時元大3C購06
032724,中鋼元大3B購01
032725,第一銅元大3B購01
032726,川湖元大3B購05
032727,中華元大3B購01
032728,三陽元大3B購04
032729,三陽元大3B購05
03272P,臺股指國泰41售01
032730,鴻海元大3C購14
032731,鴻海元大3C購15
032732,鴻海元大41購10
032733,國巨元大3C購02
032734,華泰元大3B購03
032735,華泰元大3B購04
032736,華泰元大3B購05
032737,台積電元大3B購18
032738,台積電元大3B購19
032739,台積電元大3B購20
03273P,台灣50元富41售06
032740,智邦元大3B購03
032741,智邦元大3B購04
032742,宏碁元大3B購03
032743,大同元大3B購12
032744,大同元大3B購13
032745,大同元大43購02
032746,國產元大3B購04
032747,華固元大3B購02
032748,裕民元大3B購01
032749,長榮航元大3B購08
03274P,台灣50元富41售07
032750,長榮航元大41購03
032751,長榮航元大45購01
032752,漢翔元大3C購03
032753,台新金元大3B購01
032754,新光金元大3B購01
032755,威健元大3B購01
032756,智原元大3B購08
032757,智原元大3B購09
032758,智原元大3B購10
032759,欣興元大3C購04
03275P,T50正2元富42售01
032760,玉晶光元大3B購04
032761,創意元大3B購09
032762,創意元大3B購10
032763,創意元大3B購11
032764,牧德元大3B購02
032765,臻鼎元大3B購03
032766,隆大元大3B購01
032767,聯茂元大3B購05
032768,台表科元大42購01
032769,矽力元大3C購01
03276P,聯發科元富41售09
032770,保瑞元大3C購09
032771,晶碩元大3B購02
032772,緯穎元大3B購05
032773,緯穎元大3B購06
032774,緯穎元大3C購05
032775,至上元大3B購07
032776,富邦媒元大3B購03
032777,臺股指元大41購22
032778,勤美群益43購02
032779,大亞群益3B購03
03277P,長榮航元富41售05
032780,大亞群益41購02
032781,三陽群益3B購05
032782,三陽群益45購01
032783,鴻海群益42購09
032784,國巨群益3B購02
032785,威盛群益41購03
032786,南亞科群益3B購07
032787,萬海群益3B購02
032788,長榮航群益3B購05
032789,漢翔群益3B購03
03278P,晶豪科凱基44售02
032790,慧洋群益46購01
032791,大立光群益3B購10
032792,奇鋐群益3B購07
032793,智原群益41購01
032794,創意群益41購05
032795,嘉澤群益3B購04
032796,辛耘群益3B購08
032797,上緯控群益41購03
032798,隆大群益41購01
032799,邁達特群益3B購01
03279P,玉晶光凱基41售03
032800,瑞儀群益3C購02
032801,瑞儀群益41購01
032802,矽力群益3B購02
032803,矽力群益43購01
032804,潤泰新群益3C購01
032805,潤泰新群益3C購02
032806,世紀鋼群益3B購03
032807,國泰金康和3B購01
032808,台達電中信3B購01
032809,國巨中信41購01
03280P,京鼎凱基41售01
032810,裕民中信41購01
032811,長榮航中信3B購02
032812,訊芯中信3B購01
032813,力積電中信3B購01
032814,智邦第一45購01
032815,香港2X永豐45購01
032816,A50正2永豐41購01
032817,元日2X永豐41購01
032818,道瓊銅永豐3B購01
032819,第一銅永豐42購01
03281P,晶碩凱基41售01
032820,裕隆永豐3B購01
032821,裕隆永豐42購01
032822,台達電永豐3B購02
032823,國巨永豐3B購03
032824,長榮永豐45購01
032825,陽明永豐41購01
032826,長榮航永豐43購01
032827,碩天永豐3B購01
032828,碩天永豐41購01
032829,日月光永豐41購01
03282P,台灣50富邦42售10
032830,台郡永豐41購01
032831,同欣電永豐41購01
032832,力積電永豐41購01
032833,T50反1凱基45購01
032834,美指2X凱基3B購01
032835,大亞凱基3B購08
032836,美時凱基41購03
032837,鴻海凱基3B購16
032838,國巨凱基43購01
032839,國巨凱基45購01
03283P,T50正2富邦41售03
032840,國巨凱基45購02
032841,國巨凱基48購01
032842,台積電凱基3B購23
032843,海悅凱基41購01
032844,國產凱基45購01
032845,華航凱基3B購01
032846,華航凱基41購01
032847,華航凱基43購01
032848,長榮航凱基41購04
032849,亞航凱基41購02
03284P,台積電富邦41售08
032850,大立光凱基3B購09
032851,奇鋐凱基3B購10
032852,奇鋐凱基3C購07
032853,奇鋐凱基41購05
032854,奇鋐凱基43購02
032855,玉晶光凱基3B購03
032856,創意凱基45購01
032857,碩天凱基43購01
032858,碩天凱基43購02
032859,碩天凱基43購03
03285P,聯發科富邦41售05
032860,隆大凱基3C購02
032861,樺漢凱基3C購04
032862,訊芯凱基41購01
032863,訊芯凱基41購02
032864,訊芯凱基43購01
032865,達發凱基3B購03
032866,力積電凱基43購01
032867,力積電凱基43購02
032868,中華國票3C購01
032869,國巨國票3B購03
03286P,T50正2群益41售01
032870,國巨國票3C購02
032871,國巨國票41購01
032872,台積電國票3B購05
032873,台積電國票41購01
032874,佳能國票3C購02
032875,華新科國票43購01
032876,大立光國票3C購01
032877,緯創國票3C購02
032878,碩天國票3C購02
032879,台郡國票3C購02
03287P,燿華群益43售01
032880,保瑞國票41購01
032881,台泥國泰41購01
032882,大亞國泰41購01
032883,中鋼國泰41購01
032884,三陽國泰41購01
032885,國產國泰41購01
032886,榮運國泰41購01
032887,華立國泰41購01
032888,威健國泰41購01
032889,華孚國泰41購01
03288P,T50正2元大41售06
032890,致新國泰41購01
032891,至上國泰41購01
032892,冠德台新3B購01
032893,智原台新3B購01
032894,潤泰新台新3B購01
032895,勤美統一47購02
032896,第一銅統一49購01
032897,三陽統一45購01
032898,國巨統一45購01
