SecurityCode,StockName
062196,世芯永豐49購04  
069709,萬海富邦49購01  
068146,中租富邦49購01  
070613,鴻海國泰49購02  
058038,聯發科國泰47購02
068791,昇陽半富邦49購01
068897,鴻海元大48購12  
070147,金像電富邦48購02
059584,祥碩元大47購01  
064382,鴻海富邦4A購02  
057209,世芯永豐4B購02  
081553,萬海台新4B購01  
081198,世芯永豐55購02  
067377,鴻海富邦49購03  
079128,台積電國泰51購03
079210,欣興富邦4A購04  
07995P,聚陽中信49售01  
03488U,亞光元大4C售04  
07246P,聯電凱基48售02  
083136,緯穎元大4C購14  
083595,精成科元大51購03
083805,富世達永豐52購02
083031,萬海富邦4C購02  
084517,鴻海群益47購01  
074182,世紀鋼中信49購01
074345,台達電元大49購03
072920,鴻海群益49購08  
073376,華邦電元大49購01
069317,貿聯國票4A購01  
067983,神基統一4C購01  
3050,鈺德            
076494,鴻海富邦49購05  
069275,鴻海元富48購06  
067605,長榮元富48購03  
075051,萬海富邦4A購02  
074701,鴻海元富49購07  
075697,智原富邦49購04  
08957P,長榮凱基4B售10  
075829,長榮元大4B購05  
075934,文曄凱基49購01  
066439,洋基統一51購02  
074355,台光電元大49購07
074358,群光元大49購03  
074367,神達元大49購03  
07402P,華城永豐4A售02  
082717,貿聯元大54購04  
082779,世芯群益4C購11  
071555,亞翔元大4B購01  
03060U,陽明凱基4B售02  
03056U,SGBR2X凱基4C售02
078896,長榮國泰51購02  
078923,廣宇元大4A購01  
069917,健策元大48購07  
065574,長榮元富51購02  
081566,健策元大4B購04  
054482,國泰金元大49購01
054648,長榮元富4A購01  
067517,奇鋐元大4B購01  
08051P,台積電凱基64售01
069012,jpp國票4A購01   
068689,富世達元富48購01
070886,精成科元大48購05
1342,八貫            
9103,美德醫療-DR     
3046,建碁            
070340,辛耘元大48購05  
075654,富世達群益51購01
069188,辛耘統一52購01  
063746,奇鋐國票47購02  
082909,漢翔兆豐53購01  
083559,聚陽凱基4C購01  
072618,世紀鋼永豐49購01
072275,勤誠元大4B購01  
074361,裕民元大51購03  
073366,華城元大51購03  
072927,中華電群益4A購01
03167U,奇鋐國票4C售06  
054191,致茂元富4A購01  
080767,世芯國泰4C購01  
081352,奇鋐統一52購04  
081042,T50反1國票4B購03
080872,智原群益4C購03  
08216P,臺股指富邦51售05
082546,昇貿群益4C購01  
06587P,直得凱基47售03  
067221,華擎台新47購01  
07912P,力成元富49售01  
079522,新日興群益54購02
079444,欣興元大4A購04  
03613U,台化元富4C售03  
03134P,台積電凱基51售01
03268U,精成科凱基4C售03
077499,昇貿元富4A購03  
070517,聯茂統一52購01  
068453,矽力凱基4A購02  
077917,訊芯元大4A購03  
078021,佳必琪凱基4A購01
00917,中信特選金融    
00897,富邦基因免疫生技
00762,元大全球AI      
067352,世芯元大47購25  
066115,精成科凱基49購02
078556,長榮元富51購05  
082176,富世達元富55購01
082220,精成科台新4B購01
081992,昇陽半富邦4C購01
081928,瑞昱凱基4B購01  
081109,長榮統一55購04  
064386,聯發科富邦4A購02
038624,富邦金統一48購01
055568,聯發科元富5A購01
080531,華航凱基52購01  
080248,智原元大4B購08  
07341P,臺股指群益48售24
084108,世芯富邦51購01  
074541,華邦電群益4A購04
074592,新日興元大4B購03
07423P,台積電永豐48售12
072150,世紀鋼統一53購01
083800,全新永豐4C購02  
071756,美時元大51購01  
058898,長榮元大49購02  
076611,晶豪科元富4C購01
076059,AES永豐4C購01   
03380U,長榮富邦52售03  
077982,中航國票4B購01  
068838,智易統一52購01  
076876,奇鋐元大49購10  
071142,新日興元大4C購01
077422,漢翔凱基4C購01  
060610,川湖國泰48購01  
00661,元大日經225     
3003,健和興          
075118,南亞科中信49購03
069169,華碩統一52購03  
069302,緯穎元富48購04  
08855P,英業達元大4B售01
08965P,上銀國票4C售03  
071741,穎崴統一52購01  
071534,智原元大51購01  
082910,川湖永豐52購01  
08270P,台積電凱基4A售48
083411,貿聯富邦52購01  
083347,新日興統一56購01
073514,華邦電凱基49購05
073302,華邦電凱基49購04
045311,亞翔統一57購01  
065793,緯穎富邦4A購02  
064761,晟銘電國票48購02
080818,盟立中信4B購01  
081432,中興電群益51購01
056606,萬海群益4A購03  
071236,大銀第一48購01  
07014P,電子類元大48售02
070162,奇鋐富邦4B購01  
077898,達邁元大4A購01  
066657,緯穎統一51購04  
077704,穎崴凱基4B購03  
062440,神達兆豐48購01  
06973P,台灣50永豐49售01
077813,連加國泰4C購02  
071164,中502X永豐49購01
6164,華興            
081332,華泰統一55購01  
081189,南亞科永豐51購02
081833,世芯台新4B購02  
057218,廣宇統一53購01  
057415,世芯元富4B購04  
081787,華碩國票4B購02  
082165,精成科元大4B購03
064213,台航永豐49購01  
055471,滬深2X元大47購03
078837,智原群益51購01  
066125,直得統一51購01  
065014,乙盛國票48購01  
06379P,臺股指元富4B售04
045568,世芯元大46購05  
079426,漢翔國泰51購01  
033139,美時統一51購01  
03451U,奇鋐元大4C售06  
073789,智易凱基49購01  
07435P,台灣50凱基4C售02
084351,萬海富邦52購02  
072219,富世達凱基48購04
071485,大成鋼永豐48購03
076407,長榮中信49購05  
06785P,嘉澤元大47售01  
076449,鴻海元富49購14  
076665,華新群益49購08  
076745,世紀鋼元大4C購01
076801,雲豹國泰4A購01  
076789,亞翔群益49購14  
1219,福壽            
1446,宏和            
08873P,健鼎國票4C售01  
066739,元債2X元大58購01
082970,保瑞凱基54購01  
083159,南亞科中信4C購02
083208,金像電群益4C購04
074118,世紀鋼群益4B購01
074112,迎廣群益4A購01  
046720,台積電統一58購01
045610,亞翔統一4C購01  
07926P,東陽凱基49售02  
065293,川湖統一54購02  
078620,智易群益4B購01  
079040,漢翔凱基4A購04  
059622,世芯元富55購01  
082299,長榮凱基4C購03  
057474,宏達電國票51購01
081014,華邦電凱基4B購05
070781,長榮元富51購04  
03497U,台積電台新4C售04
069567,樺漢群益48購01  
061306,緯穎中信4A購01  
061319,智邦統一4C購02  
061076,世芯中信4C購01  
077702,帆宣凱基4C購01  
068822,力積電國票49購02
06651P,宏碁中信47售02  
07808P,喬山群益49售02  
049878,晟銘電統一59購05
07797P,元日2X元富49售03
077922,穎崴元大4A購03  
07799P,長榮元富49售06  
070702,亞翔統一54購01  
070500,新日興統一53購01
07046P,jpp國票49售02   
070419,所羅門國票49購02
071265,晟銘電凱基48購03
077297,穎崴元大4C購01  
070894,羅昇元大48購02  
077093,穎崴富邦4A購02  
070973,新日興國泰49購02
060236,祥碩凱基4B購01  
062531,漢唐國票47購03  
06279P,T50正2富邦48售02
062135,聯茂國票47購01  
053416,訊芯元大49購01  
081002,世芯元大54購03  
080990,所羅門元大4B購06
081058,健策國泰4C購01  
080954,士電群益4B購02  
081206,士電凱基4B購02  
081220,愛普凱基4B購02  
081174,祥碩國票4B購01  
056768,緯穎凱基49購03  
056828,萬海統一4B購02  
08162P,聯發科台新4A售02
081974,台塑國票4B購01  
082260,昇陽半兆豐4C購01
082077,雄獅永豐53購01  
082088,富世達永豐53購01
082552,友訊國票51購01  
082349,川湖兆豐53購01  
067457,台塑凱基4B購01  
051360,世紀鋼凱基47購02
080475,智原元大4B購10  
080435,國企2X永豐4B購02
055115,大銀元大48購01  
056161,元日2X凱基4A購02
08081P,奇鋐凱基4A售03  
079146,世芯群益54購05  
069888,亞翔凱基48購03  
069825,精成科永豐49購02
069855,精成科群益49購03
044754,金寶統一47購02  
044735,緯穎凱基46購01  
042349,T50反1元大48購01
04164P,臺股指群益48售07
042902,龍德船統一4B購01
078472,中502X國票4B購05
06593P,臺股指凱基47售07
065918,漢唐元富47購03  
065852,泓德中信47購01  
067185,國泰金富邦49購01
079330,新日興元大4A購01
079407,威盛凱基4A購06  
079460,元金2X國票54購02
03057U,台光電凱基4B售05
03033U,南亞科統一53售02
03102U,道瓊銀凱基53售01
046359,南亞科兆豐48購01
047728,皇翔統一4C購01  
047604,聯茂凱基47購02  
03444U,聯電群益56售01  
034450,長榮統一4C購01  
03306U,亞力群益4C售01  
079767,東陽凱基4A購01  
07006P,台積電元大48售35
070024,長榮元富58購01  
074557,愛普群益49購02  
08559P,緯穎凱基4A售12  
073729,亞力永豐49購01  
084114,ITH富邦53購01   
073403,世紀鋼元大49購01
073432,華新第一49購01  
073123,達興國票49購01  
083931,晟銘電國票52購01
072472,合機元大48購06  
072452,矽格凱基48購03  
083786,jpp元大4C購02   
083872,牧德凱基4C購01  
08262P,台光電凱基4A售04
082699,健策凱基4C購01  
071916,文曄統一52購01  
058841,元日2X凱基53購01
075012,大亞群益49購01  
067749,愛普富邦49購01  
069167,宏碁統一52購02  
075739,大成鋼群益49購08
075643,智易群益49購01  
1540,喬福            
08910P,健鼎凱基4C售01  
07665P,華擎國票4A售02  
075950,大成鋼群益49購09
075909,穎崴統一53購01  
075911,中502X凱基49購02
075866,台光電永豐49購03
069131,華碩群益48購01  
076135,宏致國票49購03  
076255,台積電群益49購35
2349,錸德            
069027,川湖永豐4A購02  
075855,富世達元大49購09
075973,世芯群益49購17  
1617,榮星            
1734,杏輝            
08840P,臺股指元富4B售08
075168,裕民凱基4C購02  
083110,世芯群益4C購12  
082743,中鴻中信4C購01  
083729,台光電國票51購03
083163,微星永豐4C購01  
072624,貿聯國泰4A購01  
083248,jpp國票51購01   
084183,達興凱基4C購02  
08710P,貿聯國票4C售01  
074274,建準群益4A購01  
069999,晟銘電永豐4A購02
079878,智易元大4B購01  
03319U,台達電國票4C售02
078596,長榮凱基4A購05  
079107,智原元富51購01  
058224,勤誠元富48購02  
054198,奇鋐元富4A購02  
03968C,臺股指元大4C牛15
081783,台達電國票4C購01
056525,世紀鋼凱基4B購01
081291,緯穎富邦4C購02  
081094,世芯群益4B購08  
069784,鴻準統一58購01  
077094,緯穎富邦4C購01  
07727P,鴻海兆豐53售02  
070713,勤誠統一58購01  
049861,聯發科統一49購06
061186,長榮群益4C購01  
061550,緯穎永豐49購02  
061973,長榮凱基4A購02  
081756,達邁群益4C購01  
057388,神達統一4B購01  
06431P,晟銘電凱基47售04
080640,中砂統一55購04  
058451,世芯永豐4C購01  
069439,神基群益48購02  
079166,世芯凱基4A購12  
079182,新日興永豐4A購03
078776,T50正2元大4A購11
069955,中信金群益49購01
065252,京元電元富51購01
03019U,金融類國票4B售01
074335,美時元大49購05  
084437,T50反1元大4C購07
07285P,T50正2凱基4A售05
072938,亞翔群益53購01  
083369,兆豐金凱基4C購01
082959,台光電凱基51購02
082943,漢唐群益4C購03  
075772,富世達群益49購03
075474,世芯國泰4A購03  
076222,迎廣元大49購06  
076794,緯創台新49購01  
00861,元大全球未來通訊
00737,國泰AI機器人    
5288,豐祥-KY         
6189,豐藝            
070497,晟銘電統一52購03
06159P,台積電永豐48售04
061379,貿聯兆豐4C購01  
057680,道瓊銅國票49購01
068718,電子類凱基49購02
07020P,立積永豐48售02  
03569U,雄獅國票4C售02  
03303U,萬海永豐52售01  
080070,世芯元富4C購05  
047250,華泰統一4C購01  
065254,華航元富51購01  
063995,智易元富4C購01  
064507,奇鋐群益46購15  
067327,廣宇元大47購04  
058480,日電貿國票48購01
080782,矽力國票4C購02  
03177U,晶心科國票4B售03
081195,晶豪科永豐4C購01
081427,帆宣永豐51購01  
076421,南亞科凱基4B購02
08781P,聯發科富邦53售02
066943,健鼎富邦49購01  
066974,世芯元大4B購03  
075023,南亞科群益4A購04
083014,承業醫國票4C購01
071625,南亞科富邦4B購01
083137,世紀鋼元大55購01
072502,保瑞元大48購08  
072205,晟銘電凱基4B購01
072101,奇鋐永豐48購05  
084159,勤誠元大4C購03  
08419P,台積電凱基57售03
084263,辛耘凱基51購01  
072864,文曄統一53購01  
083414,金像電兆豐56購01
083891,漢唐元富4C購02  
083830,中磊統一56購01  
083064,智原元富51購03  
082656,力智元富56購01  
076385,緯穎元大49購14  
058114,神達元大47購03  
081507,致茂元富4B購01  
081119,世芯統一55購02  
081008,臺股指元大4B購27
081032,台積電群益46購02
081740,佳必琪統一55購01
082488,辛耘兆豐56購01  
082057,精成科元大4B購02
082275,佳必琪統一55購02
08044P,精銳國票4B售01  
080254,臺股指元大4B購21
080354,聯鈞凱基4B購02  
060017,東陽統一4B購01  
065530,泓德統一51購01  
078614,漢唐群益4A購01  
080016,智邦國泰52購01  
03302U,萬海永豐4C售02  
032912,大立光統一47購01
079955,健策凱基55購01  
07992P,台積電凱基4A售37
077623,虎航富邦4A購01  
6136,富爾特          
1786,科妍            
08906P,台積電凱基4B售22
08835P,國泰金元富4B售01
07477P,京元電凱基49售03
075333,華城凱基51購03  
063560,華城永豐47購02  
075201,迎廣群益4A購02  
058993,世芯國票48購04  
06934P,台積電凱基49售14
07678P,中鋼群益49售05  
082670,全新國票4C購01  
071942,鴻海群益49購07  
083898,上品元富4C購01  
083755,辛耘凱基4C購01  
08337P,臺股指群益4B售29
083464,南亞科國票52購01
072185,滬深2X凱基4B購06
072274,勤誠元大4A購01  
072324,裕民永豐49購01  
083340,萬海統一54購02  
073450,鴻海統一63購01  
084113,穎崴富邦53購01  
073716,奇鋐國票4A購02  
083951,碩天富邦4C購01  
074290,緯穎群益49購06  
07455P,台積電凱基52售01
074584,慧洋元大51購01  
074089,川湖群益49購03  
073986,華邦電永豐4A購02
07927P,台積電凱基49售31
045733,世芯統一48購02  
07967P,欣興元大49售22  
06567P,台積電凱基49售09
066011,所羅門群益49購02
065126,華電群益48購01  
067085,中砂兆豐49購01  
06985P,力積電凱基48售04
078975,龍德船群益52購01
059804,毅嘉永豐46購01  
049428,陽明元富49購01  
080582,台光電元大4B購05
03180U,台積電凱基4C售34
03181U,聯發科凱基4C售10
056148,鴻準統一4A購01  
064391,緯穎富邦47購03  
064343,彩晶凱基47購01  
06430P,台積電凱基4C售11
082392,南電統一56購01  
082393,南電統一56購02  
082388,欣興統一57購02  
081838,義隆兆豐51購01  
081079,貿聯中信4B購01  
080922,世芯元富4C購07  
05678P,台積電凱基47售11
05694P,臺股指凱基4B售08
056982,世芯元富4B購03  
03240U,中信金群益55售01
03227U,金像電國票4C售04
068256,保瑞國票49購01  
076941,中華永豐4A購01  
068061,亞泥凱基48購01  
077319,怡利電群益4A購02
077239,漢翔凱基51購01  
070961,欣興國票49購03  
05905P,台積電凱基4A售12
061576,緯穎凱基47購01  
07780P,微星凱基49售04  
03367U,聯發科凱基51售05
066447,滬深2X元大4A購02
051054,陽明元大47購01  
060033,聯茂國泰48購01  
4569,六方科-KY       
00932,兆豐永續高息等權
078725,晟銘電國泰4B購01
081556,川湖元大4B購06  
080964,富世達群益4B購02
081114,緯創統一55購02  
08121P,台灣50元大4A售10
081179,來億國票4C購01  
081836,鴻海兆豐55購01  
082328,精成科元大4B購04
082442,穎崴國泰51購01  
082054,奇鋐元大4B購13  
05406P,臺股指富邦4B售03
058270,華城元大48購02  
069511,萬海永豐4A購01  
051417,迎廣統一59購02  
051846,台積電元大48購02
080117,光聖元大4B購01  
076783,中信金群益49購02
07643P,T50正2元富4C售01
3257,虹冠電          
067962,創意永豐51購01  
076169,南亞科凱基51購02
067695,FB越南元大4A購01
1541,錩泰            
084036,奇鋐群益4C購03  
07318P,華邦電中信48售04
072272,富世達元大48購04
072107,新日興永豐4B購01
083490,健策國泰51購01  
08365P,臺股指富邦54售03
071912,晟銘電統一52購05
082653,聯陽元富51購01  
083012,貿聯國票51購02  
077751,鴻海永豐4A購09  
061256,旺宏凱基49購01  
057922,台積電元大55購01
077561,台積電元大4A購17
071041,勤誠統一51購03  
06068P,神達群益48售02  
1762,中化生          
1463,強盛新          
075088,微星國票4A購03  
075229,華邦電元大49購16
076224,緯穎元大49購12  
069417,昇陽半統一52購01
070378,貿聯凱基4A購02  
076635,龍德船統一53購01
082936,川湖群益4C購01  
082751,瑞昱凱基4C購01  
082763,愛普凱基51購01  
083376,富世達凱基51購01
072141,牧德統一52購03  
072192,華城凱基48購07  
084151,達興元大4C購04  
073824,奇鋐元富53購01  
08580P,華城國票4C售01  
080365,智原元大4B購09  
080802,保瑞元大54購01  
080823,萬海永豐51購01  
080831,世芯永豐4C購08  
054573,建準統一4C購01  
082269,神達群益4C購01  
082387,欣興統一56購01  
081887,矽格元富55購01  
081995,台光電兆豐4B購01
081594,萬海台新4B購02  
081607,國泰金凱基4B購02
056445,世芯統一53購01  
066046,精成科群益51購01
065327,世芯統一51購01  
078821,智原永豐4C購01  
066417,南亞統一4C購01  
00735,國泰臺韓科技    
03052U,貿聯凱基4B售07  
03474U,台積電國票51售08
07095P,富世達國票49售01
070971,聯詠國泰49購01  
071195,南亞科群益4A購01
070682,華邦電統一52購03
070749,川湖群益48購08  
076989,智易統一56購01  
068394,創意統一56購01  
06874P,台積電元大47售49
060919,萬海國泰48購01  
049669,技嘉元大49購03  
06980P,中砂群益52售01  
060110,奇鋐富邦47購04  
3591,艾笛森          
2417,圓剛            
4770,上品            
00647L,元大S&P500正2   
069880,日電貿凱基48購02
078997,世芯永豐53購02  
078657,世芯永豐54購02  
056234,滬深2X元大49購01
081313,神基永豐51購01  
081056,華邦電國泰4C購01
082200,和大國泰4C購01  
05617P,臺股指元富49售06
069514,緯創永豐49購02  
052977,世紀鋼群益48購01
05160P,台積電永豐49售10
076838,長榮富邦4C購01  
2425,承啟            
076038,世紀鋼富邦49購01
076201,台積電元大49購34
067608,保瑞元富47購03  
074915,華擎凱基49購01  
074970,鴻海元大51購04  
074782,華城元大49購21  
08870P,亞航國票4C售02  
084498,信錦國票51購01  
074226,建準凱基49購01  
074558,緯穎群益49購07  
073576,世芯群益49購10  
073226,文曄國票4B購01  
072988,迅得元大49購01  
083259,嘉澤國泰51購02  
083854,勤誠群益52購01  
082877,聯發科國泰55購01
082878,漢翔國泰51購02  
082818,鴻海國泰51購04  
062535,奇鋐國票48購01  
078048,四維航群益4A購02
07804P,南亞科凱基49售07
06160P,台積電永豐49售12
077555,鴻海元大4A購11  
070422,晟銘電國票49購03
070453,矽格第一48購01  
077278,亞航元大4A購01  
077437,臺股指凱基4A購21
6916,華凌            
077398,喬山統一54購01  
077229,華邦電凱基4B購03
077132,晟銘電元大49購01
077118,華碩元大49購09  
070485,川湖統一52購03  
068120,亞翔元富47購03  
068153,光寶科統一54購01
078114,迎廣元大4A購02  
03417U,台光電元大4C售10
07012P,臺股指元大48售22
082729,采鈺兆豐52購01  
083912,玉晶光兆豐4C購01
083139,中興電凱基4C購02
072595,緯穎中信4A購02  
072111,緯穎永豐48購09  
073452,台積電統一53購05
084083,富世達國泰51購04
074123,SGBR2X元大4C購01
074736,帝寶國票4A購02  
063497,緯創兆豐4C購01  
076431,緯穎凱基49購08  
080118,保瑞元大4C購04  
064215,文曄永豐48購01  
063066,佳能永豐48購01  
080643,欣興統一55購01  
080712,光聖元大4B購02  
082291,緯穎永豐4B購06  
082034,聯茂永豐4C購01  
057149,佳必琪群益47購02
081162,全科國票4B購01  
081434,長榮群益4B購04  
079256,緯創凱基4B購02  
03103U,台積電凱基4C售28
03084U,南亞科國票4C售03
080066,中信金元富4B購01
046445,建準統一52購01  
079847,國泰金富邦4B購01
2034,允強            
069099,創意元大51購01  
069083,英業達元大48購01
069425,台達電群益48購03
06939P,力積電群益48售03
067953,奇鋐永豐47購03  
067896,滬深2X元大57購01
075945,華城群益49購10  
076168,華邦電凱基49購09
07605P,台積電統一53售06
076032,陽明富邦4B購01  
075982,緯穎群益49購11  
076485,大立光群益49購10
07653P,川湖元大49售08  
3021,鴻名            
076263,大立光群益49購09
070288,川湖國票4A購03  
07661P,台積電永豐4C售07
076556,南港國票4A購01  
076735,力成元大49購06  
076688,臻鼎群益53購01  
075170,群創凱基51購02  
075186,台積電群益49購27
075361,緯穎凱基4A購06  
06685P,台積電凱基49售11
074750,漢翔統一52購01  
074762,長榮台新49購01  
074679,長榮航群益49購02
07491P,川湖元大49售05  
074989,全新元大49購02  
067760,川湖統一51購03  
08865P,台光電統一4C售05
08880P,巨大國票4C售02  
075808,T50反1元大4A購03
075751,長榮群益4A購02  
075498,漢翔永豐49購01  
075387,慧洋群益4B購04  
075620,華泰群益49購01  
07554P,台光電群益4B售03
08979P,臺股指元富51售10
074426,智原中信49購01  
074456,臺指反國票59購01
084427,鴻海統一49購04  
08640P,臺股指群益4C售06
084002,建準永豐51購01  
083974,嘉澤元大51購06  
084226,順德中信4C購01  
084253,台積電凱基4C購44
073829,FBNQ2X元大4C購01
073026,亞翔永豐49購03  
072283,中興電元富49購01
083314,台光電永豐52購03
083676,長榮永豐4C購04  
083383,南亞科元富56購03
083468,精成科國票4C購03
082682,台玻國泰51購01  
082678,飛捷國票51購01  
082607,萬海群益55購01  
082586,萬海元大52購01  
082832,亞力元大4C購01  
082917,台光電永豐52購02
082977,SGBR2X元大51購02
082998,緯穎元大4C購13  
083003,長榮國票51購04  
071850,華城凱基4B購01  
072000,群創國票49購01  
071736,台郡統一52購02  
07170P,海悅元大48售01  
071717,台達電國泰49購01
071669,台郡凱基49購02  
071831,瑞昱富邦4B購01  
083097,川湖群益4C購02  
071401,力成富邦48購01  
071634,美律兆豐4A購01  
071497,南亞科國泰49購01
03317U,群臺2X國票4C售01
070058,新日興國泰49購01
070093,世芯凱基49購05  
080022,聯發科國泰52購01
080008,邁達特國票4B購01
03065U,金融類凱基4C售01
079595,緯穎凱基4C購03  
03002U,元債2X元大4B售05
079511,臺股指中信53購01
079241,緯穎群益54購05  
079373,保瑞群益4C購03  
078660,龍德船永豐4C購01
078615,盟立群益4A購01  
078612,燿華群益4A購01  
078704,廣宇中信4B購02  
078690,長榮元大4A購14  
078501,世芯元大4A購15  
066076,菱光元富4A購01  
065696,台塑元大4B購02  
065339,南電統一55購01  
065241,拓凱凱基48購01  
064009,台光電國泰48購01
078979,臺股指群益51購02
078963,世芯群益54購04  
078943,緯穎元大53購01  
078902,A50正2凱基4B購01
078905,國泰金凱基4A購01
079194,台光電元大4A購05
079153,台達電凱基4A購01
066252,和椿國票48購01  
079091,緯穎富邦4A購06  
079036,廣宇凱基4A購02  
079044,嘉澤凱基4A購04  
064663,元債2X元大53購02
041072,智易元富47購01  
044910,致茂統一47購02  
081385,萬海元大4B購04  
03264U,可成凱基4C售01  
056582,宏致元大48購01  
056948,川湖富邦48購01  
08112P,臺股指永豐52售01
081269,世芯國票4B購02  
03199U,川湖凱基4C售03  
081798,京元電國泰4C購01
081847,瀚宇博群益4B購01
082382,聯發科元富51購01
082361,精成科群益4C購04
080829,牧德永豐51購01  
03154U,台積電永豐4C售10
05460P,臺股指凱基49售10
055405,貿聯統一4A購01  
049274,中高息凱基47購01
048727,台積電元大46購05
080373,華航台新4B購02  
080414,聯鈞統一55購03  
077915,飛捷元大4A購01  
049612,滬深2X群益47購02
077767,神達永豐4A購03  
077729,飛捷統一56購01  
07777P,迅得元富49售02  
07782P,臺股指凱基49售36
078131,聯發科富邦4A購06
033918,健鼎統一4B購01  
034101,華航統一49購01  
050102,亞光元富47購02  
078146,滬深2X國票58購01
066622,慧洋富邦49購01  
06662P,聯發科富邦49售04
06839P,達興元富47售01  
068458,勤誠凱基48購01  
068725,大成鋼群益48購01
077691,八方凱基4C購01  
068575,華城群益48購02  
068589,亞翔群益48購01  
077641,京元電群益4A購04
061714,洋基中信48購01  
061743,智易兆豐47購01  
061232,世芯元大4C購01  
059287,緯穎永豐47購02  
059175,正崴元大49購02  
070649,華邦電凱基48購02
07067P,世芯永豐4C售05  
076974,晟銘電國票4C購01
070777,華邦電元富4A購01
070543,台積電群益48購24
076901,台玻凱基49購02  
077079,志強凱基49購03  
07706P,上証2X元大4B售03
077134,晟銘電元大4C購01
07104P,世芯群益4C售08  
07716P,聯發科凱基49售05
077290,崇越元大4A購01  
077310,潤隆群益4C購02  
071229,愛普富邦48購01  
077260,鴻海元大52購01  
077436,帝寶凱基51購01  
068328,力積電元大48購01
060765,鉅祥元大4B購01  
062817,亞光元大49購02  
062698,世芯永豐47購07  
03580U,臺股指群益54售15
053409,貿聯元大4A購02  
053213,滬深2X富邦4A購01
053251,萬海元大4A購01  
062174,T50反1永豐49購01
053110,迅得統一4A購02  
069775,健策中信48購01  
06290P,台灣50富邦47售06
6863,永道-KY         
006207,復華滬深        
045584,川湖統一47購02  
064623,新日興凱基49購01
079095,新日興台新4A購01
078971,力成群益4A購03  
080395,士電凱基4B購01  
080259,中興電國票51購01
067571,華泰富邦49購01  
054338,世芯群益48購02  
081876,國巨元富4B購01  
081712,愛普中信4B購01  
081067,台光電富邦51購01
071452,智邦統一51購02  
07161P,臺股指國票49售02
083089,健鼎永豐4C購01  
082870,奇鋐元富54購02  
082748,台達電凱基4C購02
083217,jpp群益4C購01   
073192,文曄統一52購02  
07373P,旺宏國票48售02  
084029,華邦電群益51購02
073870,亞翔元大49購09  
08444P,台積電凱基4A售54
07438P,台積電凱基51售05
074370,亞翔元大49購10  
074555,亞翔群益49購09  
074108,世芯群益49購12  
08904P,台積電凱基4B售20
1220,台榮            
1337,再生-KY         
1817,凱撒衛          
08848P,創意凱基4B售05  
067679,長榮凱基47購07  
074805,美律元大49購04  
074835,富世達台新49購01
06683P,聯發科國票48售02
063626,智易群益48購01  
06372P,精銳國票47售06  
075160,華碩凱基49購03  
076828,雲豹國票4C購01  
076293,建準凱基49購02  
076525,中信金元大49購05
076060,來億永豐49購02  
076145,迅得國票4B購01  
067920,奇鋐元大4B購03  
06937P,佳能群益4C售01  
06963P,嘉澤元大48售01  
068584,奇鋐群益48購03  
078304,緯穎群益54購02  
03344U,臺股指富邦51售11
077960,長榮富邦51購01  
070210,國企2X永豐4B購01
069018,台達電中信48購01
062689,金像電永豐48購02
053318,新日興富邦47購01
078001,華城凱基4B購02  
049891,達興統一53購01  
077677,士電凱基4A購02  
077701,帆宣凱基4B購01  
077592,智原元大4C購02  
069635,文曄凱基48購01  
057672,奇鋐統一4B購01  
068325,精成科元大48購01
068255,邁達特國票48購01
077251,昇陽半凱基4C購03
070809,華城國票49購02  
077120,台光電元大4C購03
077066,建準凱基49購04  
076997,喬山元富53購01  
2705,六福            
07635P,聯發科富邦51售04
075069,南亞科元富4C購02
075010,華城群益49購06  
075702,富世達富邦4B購02
07564P,臺股指群益4A售17
1737,臺鹽            
1437,勤益控          
074518,長榮航凱基4A購02
074510,華邦電凱基4C購01
084327,全新群益4C購02  
083970,奇鋐元大4C購12  
072919,川湖群益49購01  
073069,世芯凱基49購07  
083144,南亞科凱基51購04
072143,鈺邦統一52購04  
083620,台光電兆豐4C購01
083631,健鼎統一54購01  
08279P,臺股指元富4A售17
071888,矽格永豐49購01  
081256,慧洋元富4B購01  
081243,奇鋐元大54購04  
081439,新日興群益4B購02
082339,臺股指元大4B購40
082131,長榮群益4B購05  
059837,皇昌凱基47購02  
080226,貿聯元富4B購03  
080216,中興電元富55購01
078982,元石油中信4A購01
040661,台積電凱基56購06
067302,達興群益48購02  
065238,日電貿凱基4A購01
065647,精成科群益49購01
078507,國企2X凱基4C購02
034726,勤誠統一47購02  
03331U,精銳元大51售01  
070067,和碩第一49購01  
079950,東陽凱基4B購01  
078528,亞光群益52購02  
078751,道瓊銀凱基4C購01
067035,元債2X永豐51購01
080327,牧德群益4C購01  
069487,世芯元大48購20  
080474,奇鋐元大54購02  
053006,宇隆統一54購01  
055631,緯創國票46購02  
031665,高力統一54購01  
063368,愛普凱基47購02  
080716,臺股指富邦55購01
082111,華航凱基4B購02  
082300,華航凱基4B購03  
081795,泓德國票4B購01  
081881,中信金元富4B購03
082019,聯鈞統一55購04  
071691,奇鋐群益48購04  
071419,南亞科中信49購01
07160P,臺股指國票48售07
083018,天虹國票4C購01  
083408,世芯富邦52購03  
083225,富世達群益51購02
073052,鴻海凱基4B購05  
072787,川湖永豐4C購01  
086197,奇鋐元富49購05  
074234,世芯凱基49購09  
2022,聚亨            
075688,華城富邦4A購01  
074988,南亞科元大4B購02
074668,川湖群益49購04  
